tweet,date,city,user_location,id,link
"Episodio #2. Especial de Halloween. 
https://t.co/USPBVxfppf

Después de escuchar este episodio de Inefables, me pregunto, ¿quién lleva a sus hijxs a ver un exorcismo? Xd.",2020-11-02 17:35:03,Pasto,Colombia,1323317713394143237,https://twitter.com/i/web/status/1323317713394143237
@CathyJuvinao Este es el disfraz que me hizo el fin de semana. #Halloween #HalloweenEnFamilia #HappyHalloween #DomingoDeGanarSeguidores https://t.co/tZW9EvLDJ3,2020-11-02 01:33:08,Pasto,Cumbal - Nariño,1323075640007020547,https://twitter.com/i/web/status/1323075640007020547
"Ya se acabo halloween y el partido verde siguen disfrazados de ""alternativos.""",2020-11-01 19:25:37,Pasto,"Pasto, Colombia.",1322983148494458887,https://twitter.com/i/web/status/1322983148494458887
Halloween es como la navidad de los travestis,2020-11-01 18:40:40,Pasto,"Pasto, Colombia",1322971836540477440,https://twitter.com/i/web/status/1322971836540477440
"Alcalde de Mocoa Jairo Imbachi, cuestiona decreto del gobernador del Putumayo por fiesta  Halloween https://t.co/ZJPj6SZXaQ",2020-11-01 17:24:14,Pasto,Mocoa Putumayo,1322952603530047492,https://twitter.com/i/web/status/1322952603530047492
"Si te hace olvidar que es halloween y la pasas muy feliz, ahí es. https://t.co/T7mE8IXJDD",2020-11-01 16:42:25,Pasto,"Pasto, Nariño - Colombia",1322942080587628546,https://twitter.com/i/web/status/1322942080587628546
Dizque Halloween en familia. Y les faltó invitar al padrino de bautismo que nunca ven.,2020-11-01 15:50:45,Pasto,Pasto - Nariño ,1322929077129543683,https://twitter.com/i/web/status/1322929077129543683
"Casi que no dejan pasar halloween, ush. https://t.co/em4hjwI0K2",2020-11-01 15:25:48,Pasto,Colombia,1322922796561944576,https://twitter.com/i/web/status/1322922796561944576
Ni medio normal la gente que piensa en ir a buscar dulces en halloween,2020-11-01 13:57:22,Pasto,Villa oculta de la hoja ,1322900545187778561,https://twitter.com/i/web/status/1322900545187778561
"Felicitaciones 👏 👏 👏 Bendiciones 🙏 😘 
Hasta El Próximo Halloween 🎃 
Los queremos muchísimo 💛 https://t.co/YGnC5JWbTT",2020-11-01 13:04:43,Pasto,Mocoa,1322887293045190656,https://twitter.com/i/web/status/1322887293045190656
"Felicitaciones 👏 👏 👏 Bendiciones 🙏 😘 
Hasta El Próximo Halloween 🎃 
Los queremos muchísimo 💛 https://t.co/gxnyPqPkfA",2020-11-01 13:04:39,Pasto,Mocoa,1322887276347744256,https://twitter.com/i/web/status/1322887276347744256
"Felicitaciones 👏 👏 👏 Bendiciones 🙏 😘 
Hasta El Próximo Halloween 🎃 
Los queremos muchísimo 💛 https://t.co/1Rv7lU3yWr",2020-11-01 13:03:41,Pasto,Mocoa,1322887034067914752,https://twitter.com/i/web/status/1322887034067914752
"Felicitaciones 👏 👏 👏 Bendiciones 🙏 😘 
Hasta El Próximo Halloween 🎃 
Los queremos muchísimo 💛 https://t.co/4vbqs0CGIz",2020-11-01 13:03:05,Pasto,Mocoa,1322886881571491840,https://twitter.com/i/web/status/1322886881571491840
"Felicitaciones 👏 👏 👏 Bendiciones 🙏 😘 
Hasta El Próximo Halloween 🎃 
Los queremos muchísimo 💛 https://t.co/fkThbz2dAc",2020-11-01 13:02:55,Pasto,Mocoa,1322886839762604032,https://twitter.com/i/web/status/1322886839762604032
Noviembre es el mes mas chimba por que puedo ver el extraño mundo de jack y sentirme en halloween y navidad,2020-11-06 03:30:17,Manizales,"Pereira, Colombia",1324554671814545411,https://twitter.com/i/web/status/1324554671814545411
me fui de covidiota a un halloween y desde entonces no me dejan estar sin cubrebocas en mi casa :( jajaja,2020-11-06 01:57:18,Manizales,Líbano,1324531273193455621,https://twitter.com/i/web/status/1324531273193455621
"En mi casa solo quitamos la decoración del Halloween para poner la de la navidad, asi que yo me quedaré quieto por ahora🎃 https://t.co/qlJHfcWnGl",2020-11-05 22:13:12,Manizales,En Algun Lugar de un Gran País,1324474874883117056,https://twitter.com/i/web/status/1324474874883117056
"#Informativo | La fiesta anual de octubre pasó entre sabores amargos para los comerciantes que tienen en ella uno de las mayores esperanzas anuales para mejorar sus ingresos. Este año no sucedió así. Un artículo de Alejandro Jaramillo sobre el asunto. 👇👇
https://t.co/kicZynTEvO https://t.co/66YbMKy9nQ",2020-11-05 03:00:15,Manizales,"Pereira, Colombia",1324184727692206080,https://twitter.com/i/web/status/1324184727692206080
"#PEREIRA Un total de 297 comparendos impartidos durante el fin de semana por
ignorar las medidas emitidas a través del Decreto 998 formulado por el Gobierno de la Ciudad.

https://t.co/UFJO8TceWG",2020-11-04 20:06:51,Manizales,"Pereira, Colombia",1324080691794087936,https://twitter.com/i/web/status/1324080691794087936
"Una vieja gasto con el novio 80 millones en los disfraces para Halloween, 80 MILLONES!!!! Y yo acá en el D1 comparando los precios del queso 😐🤡",2020-11-04 20:06:22,Manizales,"Armenia, Colombia",1324080568431222787,https://twitter.com/i/web/status/1324080568431222787
Balance del comportamiento pereirano en Halloween https://t.co/wtTfPZf5E2,2020-11-04 17:35:03,Manizales,"Pereira, Colombia",1324042487741165569,https://twitter.com/i/web/status/1324042487741165569
@adriana7C 🤯🤢 no se supone que ya había pasado las historias de terror de halloween? 🥴,2020-11-04 16:06:54,Manizales,Cartago,1324020304344207360,https://twitter.com/i/web/status/1324020304344207360
"@Isaguti09 Me siento desnuda, pero como pasó halloween las ""puntas de escoba"" ya no quedan.",2020-11-04 15:53:19,Manizales,Manizales,1324016888318447618,https://twitter.com/i/web/status/1324016888318447618
"Las autoridades esperan que en las proximas semanas se vea en el número de contagios el reflejo de las medidas del fin de semana del puente festivo y Halloween.
https://t.co/juFpvUixGc",2020-11-04 15:06:42,Manizales,"Pereira, Risaralda, Colombia",1324005156351037443,https://twitter.com/i/web/status/1324005156351037443
El disfraz perfecto para halloween lo llevabab Trump y no lo sabíamos,2020-11-04 10:05:15,Manizales,Málaga la bella,1323929291969748993,https://twitter.com/i/web/status/1323929291969748993
Balance del comportamiento pereirano en Halloween https://t.co/wtTfPZf5E2,2020-11-04 04:52:03,Manizales,"Pereira, Colombia",1323850473737256960,https://twitter.com/i/web/status/1323850473737256960
Balance del comportamiento pereirano en el puente de Halloween https://t.co/0nh11F189g https://t.co/M08YW45CU5,2020-11-04 02:41:04,Manizales,"Pereira, Colombia",1323817509003251712,https://twitter.com/i/web/status/1323817509003251712
Las elecciones de USA son cerca de Halloween porque son puro suspenso y terror.,2020-11-04 02:28:19,Manizales,Manizales,1323814303317823490,https://twitter.com/i/web/status/1323814303317823490
Balance del comportamiento pereirano en el puente de Halloween https://t.co/1kujewIwGe,2020-11-04 01:37:19,Manizales,"Pereira, Colombia",1323801466361008130,https://twitter.com/i/web/status/1323801466361008130
"No hpta por queeee doné sangre junto antes de halloween, siento la muerte🤦‍♀️ a veces como que tomo las decisiones con el 🍑😂",2020-11-04 00:25:44,Manizales,"Armenia, Quindio",1323783454765551621,https://twitter.com/i/web/status/1323783454765551621
"Halloween: ¿De qué se disfrazaron las celebridades?

https://t.co/T4EEvsPfvS",2020-11-03 19:00:01,Manizales,Eje Cafetero,1323701481938313217,https://twitter.com/i/web/status/1323701481938313217
"El hombre del saco - Una historia de halloween 👻🎃 https://t.co/bLMh4p6QuW a través de @YouTube 

@ilonqueen  la mejor en lo que hace.",2020-11-03 18:05:00,Manizales,"Cartago, Colombia",1323687637832634368,https://twitter.com/i/web/status/1323687637832634368
"#Informativo | La fiesta anual de octubre pasó entre sabores amargos para los comerciantes que tienen en ella uno de las mayores esperanzas anuales para mejorar sus ingresos. Este año no sucedió así. Un artículo de Alejandro Jaramillo sobre el asunto. 👇👇
https://t.co/kicZynTEvO https://t.co/1pfNxQFB7p",2020-11-03 16:01:43,Manizales,"Pereira, Colombia",1323656613656432646,https://twitter.com/i/web/status/1323656613656432646
ayer era halloween y hoy ya es 3 de noviembre wtfff,2020-11-03 15:04:13,Manizales,ibagué y bogotá cirii,1323642140409421825,https://twitter.com/i/web/status/1323642140409421825
Buenos días! Compártenos alguna foto de tu Halloween y cuéntanos qué tal pasaste.,2020-11-07 14:06:03,Villavicencio,Bogota - Colombia,1325077054711324672,https://twitter.com/i/web/status/1325077054711324672
"ESPECIAL: #Halloween 🎃 (152) - Edición: Soy más de octubre que de diciembre.

Para el centro de mesa 💀

#skull #table Uffff #goth #Calaca #Calavera #Dark https://t.co/Tjglb24QED",2020-11-07 09:04:52,Villavicencio,"Bogotá, Colombia",1325001259989037056,https://twitter.com/i/web/status/1325001259989037056
"Soluciones para una sociedad sin solución
Que continúe la mentira
La costumbre es más fuerte que el amor
Repite la cómoda ignorancia

Fingir es mejor
Prefiero la pretensión
Para que tener sólo una cara?
Triqui, triqui, Halloween
Nanananitaea 

(Pogo)

(Más pogo)",2020-11-07 08:51:28,Villavicencio,Bogotá-Colombia,1324997889064660997,https://twitter.com/i/web/status/1324997889064660997
"Soluciones para una sociedad sin solución
Que continúe la mentira
La costumbre es más fuerte que el amor
Repite la cómoda ignorancia

Fingir es mejor
Prefiero la pretensión
Para que tener sólo una cara?
Triqui, triqui, Halloween
Nanananitaea",2020-11-07 08:51:09,Villavicencio,Bogotá-Colombia,1324997810438201344,https://twitter.com/i/web/status/1324997810438201344
"ESPECIAL: #Halloween 🎃 (151) - Edición: Soy más de octubre que de diciembre

Según La llave menor de Salomón, un libro sobre demonología del siglo XVII, Valak (también escrito Valac, Volac, Valax, etc...) es el Gran Presidente del Infierno. En el texto, Valak aparece no como una https://t.co/1n9iRvsEht",2020-11-07 08:50:08,Villavicencio,"Bogotá, Colombia",1324997550705942536,https://twitter.com/i/web/status/1324997550705942536
"ESPECIAL: #Halloween🎃(150) - Edición: Soy más de octubre que de diciembre

Cuando descubres que se viene el viernes 13 de noviembre y además se cumplen 98 años del informe pronunciado por #Lenin ante el IV Congreso de la Internacional Comunista (13 de noviembre de 1922).

Batman https://t.co/OP6ePoxeCm",2020-11-07 08:26:12,Villavicencio,"Bogotá, Colombia",1324991529107263490,https://twitter.com/i/web/status/1324991529107263490
"ESPECIAL: #Halloween 🎃 (149) - Edición: Soy más de octubre que de diciembre.

Hazlo por ella...

#Disfraz #MiVillanoFavorito WhatsApp #DespicableMe #AGNES @ElsieFisher #Gru #SteveCarell #Hombres #Mujeres #princesa #hija https://t.co/yIlVVXmM0E",2020-11-07 08:07:28,Villavicencio,"Bogotá, Colombia",1324986816609529856,https://twitter.com/i/web/status/1324986816609529856
"ESPECIAL: #Halloween 🎃 (148) - Edición: Soy más de octubre que de diciembre.

Demasiado tarde...

#Disfraz #SensualScribbles The Beatles #ECSTASY #MIEDO #Ereccion #Hombres #Mujeres https://t.co/19hS77O01e",2020-11-07 07:42:25,Villavicencio,"Bogotá, Colombia",1324980509601132544,https://twitter.com/i/web/status/1324980509601132544
"ESPECIAL #Halloween🎃(147)-Edición: Soy más de octubre que de diciembre

Aun siendo cifras que asustan, son insignificantes ante el número de muertes del mayor genocida de la historia que sigue entre nosotros: 52.000 millones de personas

¿Sabes quién es?🦟El Anopheles y el Aedes https://t.co/WDVkNUl89j",2020-11-07 07:26:18,Villavicencio,"Bogotá, Colombia",1324976457332953088,https://twitter.com/i/web/status/1324976457332953088
"ESPECIAL: #Halloween 🎃 (146) - Edición: Soy más de octubre que de diciembre.

🤔

#Fecha5 #Nacer #gifs #Disfraz Hannah Montana #continuant #Mes324 https://t.co/4ZFoSynbHI",2020-11-07 07:04:49,Villavicencio,"Bogotá, Colombia",1324971049214238720,https://twitter.com/i/web/status/1324971049214238720
"ESPECIAL #Halloween🎃(145)Edición: Soy más de octubre que de diciembre

La mosca: La mezcla de inmodestia, soberbia y timidez que refleja de forma asombrosa Golddblum en su encarnación de Seth Brundle contrasta con el escepticismo con el que lo mira la periodista Veronica Quaife. https://t.co/F1lYc1Wdn3",2020-11-07 06:48:36,Villavicencio,"Bogotá, Colombia",1324966966084374529,https://twitter.com/i/web/status/1324966966084374529
Antes inicio de la caida de occidente sabía que tenía que pasar un rato en Halloween y mi cumpleaños en @statuarota -Este año no fue.,2020-11-07 06:36:07,Villavicencio,Bogota,1324963824504627201,https://twitter.com/i/web/status/1324963824504627201
"ESPECIAL #Halloween🎃 (144)-Edición: Soy más de octubre que de diciembre.

Hellboy: Un nutrido homenaje a mitos del fantástico tan diversos como los 'Ghoulies' y el folk horror, el heavy metal y 'Depredador', el pulp de aventuras de los años cuarenta y el cine satánico de los 60. https://t.co/oRqrjQyt2f",2020-11-07 06:28:09,Villavicencio,"Bogotá, Colombia",1324961823221817345,https://twitter.com/i/web/status/1324961823221817345
"ESPECIAL #Halloween 🎃 (Parte 143.3) - Edición: Soy más de octubre que de diciembre.

Figuras de terror...

#Terror #Hereditary Amazon Prime #ElLegadoDelDiablo #MillyShapiro #CharlieGraham #GabrielByrne #SteveGraham #Possession @IsabelleAdjani #Anna #helen  #theshining #NormanGay https://t.co/YYz7bjtxx5",2020-11-07 06:05:06,Villavicencio,"Bogotá, Colombia",1324956019819212800,https://twitter.com/i/web/status/1324956019819212800
Así estuve de Halloween... En casita y trabajando para las comunidades Geek @gaymersamigeeks @PokemonGoAppLA  @GArnauda https://t.co/SI9ec0WDcx,2020-11-07 05:12:56,Villavicencio,"Bogotá, D.C., Colombia",1324942893447077888,https://twitter.com/i/web/status/1324942893447077888
"Cantar 💕💕🎶🎶 sintiéndolos a todos a distancia en la Fiesta de Halloween de @tourestudiantil @ultimateears 😊🥰 Gracias a todos por sus lindos mensajes, fue una noche inolvidable 🤗😘

#amor #felicidad #felizviernes #happyhalloween #TourEstudiantil #enamorada #TúYYo #YMeEnamora https://t.co/xHu97FJviU",2020-11-07 02:59:27,Villavicencio,"Bogotá, D.C., Colombia",1324909298959470592,https://twitter.com/i/web/status/1324909298959470592
"Los que somos de tierra caliente, entendemos perfectamente 🍲

#calor #Hot #Halloween #comida #Soup #Madres https://t.co/kyms8LZsKx",2020-11-07 02:59:23,Villavicencio,"Bogotá, Colombia",1324909281544638465,https://twitter.com/i/web/status/1324909281544638465
"ESPECIAL: #customized 📀 (Parte 1.3).

#MIDSOMMAR @A24 @AriAster #DVD #steelbook #folk #pagan #Terror #FlorencePugh #Halloween #Secta #Bluray #special #Edition https://t.co/ukb1hpyHSO",2020-11-07 02:45:22,Villavicencio,"Bogotá, Colombia",1324905757951844360,https://twitter.com/i/web/status/1324905757951844360
"ESPECIAL #Halloween 🎃 (Parte 143.2) - Edición: Soy más de octubre que de diciembre.

Figuras de terror...

#Terror #anightmareonelmstreet Shrek #AmandaWyss #TinaGrey #Slasher #TrickrTreat #Sam #QuinnLord #TheTexasChainSawMassacre #Manager #LEATHERFACE #TheShining #BillieGibson https://t.co/S2qsYUcdKN",2020-11-07 01:42:50,Villavicencio,"Bogotá, Colombia",1324890017165172736,https://twitter.com/i/web/status/1324890017165172736
"Siendo Felices y disfrutando del HALLOWEEN, una fecha maravillosa para disfrutar con lo que amamos y soñamos.
Mañana viviremos una vez mas de esta maravillosa fiesta,
¿ Y tú, ya viviste el Halloween como querías? https://t.co/yu54OoQ02X",2020-11-07 01:41:41,Villavicencio,Colombia,1324889729851138053,https://twitter.com/i/web/status/1324889729851138053
Kira-Halloween 2020 👻🎃 gracias @buitrago922 🥰 https://t.co/dYlJYdmsbI,2020-11-07 14:05:08,Neiva,Colombia,1325076824704094213,https://twitter.com/i/web/status/1325076824704094213
Por qué no puede ser halloween todo el año:(((((,2020-11-07 06:29:29,Neiva,Colombia,1324962158107627520,https://twitter.com/i/web/status/1324962158107627520
"Parce hace una semana fue halloween, el tiempo se esta pasando jodidamente rapido :0",2020-11-07 05:33:25,Neiva,Colombia,1324948046208258049,https://twitter.com/i/web/status/1324948046208258049
Este fue un año lleno de Halloween! https://t.co/ayLa94n7cb,2020-11-07 04:59:43,Neiva,Colombia,1324939567699472384,https://twitter.com/i/web/status/1324939567699472384
"linda y tierna, un masmelito, su historia con mark deja enseñanza 💖 iconic moments: cuando le da ansiedad y come, su disfraz en halloween jajaj y cuando se tinturó de rubia ⚡️  su perdida dolió pero muchos fans ya deben superarla y dejarla ir https://t.co/3xcGh4VzXm",2020-11-07 03:28:44,Neiva,Colombia,1324916668800376832,https://twitter.com/i/web/status/1324916668800376832
@TheoGelves La de #Halloween  😉😉😉 https://t.co/FQbmI1itYr,2020-11-07 03:24:45,Neiva,colombia,1324915668358197256,https://twitter.com/i/web/status/1324915668358197256
Ya empezaron a salir  películas de Navidad  y yo no me ví ni las de Halloween. 😱,2020-11-07 01:50:48,Neiva,Colombia,1324892025804763138,https://twitter.com/i/web/status/1324892025804763138
"Estas fueron las alertas con temática de Halloween que se usaron en los directos de #FacebookGaming

Interesados al MD. ❤️

Interested in alerts for streaming or animations in general, write to the intern.

#Animacion #animatic #comionesabiertas #commissionsopen #stream #Twich https://t.co/vWYciI6N6n",2020-11-07 01:15:10,Neiva,Colombia,1324883058139475970,https://twitter.com/i/web/status/1324883058139475970
"@waltermunevar Los niños no pueden divertirse en familia en halloween ni las familias reunirse....

Pero...",2020-11-07 01:10:06,Neiva,Colombia,1324881779627495424,https://twitter.com/i/web/status/1324881779627495424
"Maquillaje inspirado en Selena Quintanilla: Dulce Leny https://t.co/02N5Y64czz a través de @YouTube 
#selenavive #selenaquintanilla #Halloween2020 #Halloween  #HalloweenAtHome #cosplay",2020-11-06 23:45:32,Neiva,Colombia,1324860498408574978,https://twitter.com/i/web/status/1324860498408574978
"✨Face reveal✨
 (La última fue en halloween por eso el maquillaje JSJSSJJS) https://t.co/eSbLeh5rcw",2020-11-06 23:25:54,Neiva,Colombia,1324855559221383171,https://twitter.com/i/web/status/1324855559221383171
@alcaldiagye @GyeTurismo Podrían hacer algo como hicieron en  USA en Halloween. Se podria ver los monigotes haciendo una avenida donde los carros vayan a ver los monigotes. Y tal vez se cobre por ver y dar la vuelta.,2020-11-06 23:01:11,Neiva,Ecuador,1324849340066791424,https://twitter.com/i/web/status/1324849340066791424
"@aramireze_ Ya pasó Halloween, ya no te tienes que vestir como tripulante de Among Us.",2020-11-06 22:16:16,Neiva,Ecuador,1324838033347301376,https://twitter.com/i/web/status/1324838033347301376
@Karchezzz Bueno si quieres seguir en Halloween es cosa tuya,2020-11-06 21:06:31,Neiva,Colombia,1324820483318206466,https://twitter.com/i/web/status/1324820483318206466
EN VIVO | Celebración Halloween - Día del Niño https://t.co/spNPO5yNWk,2020-11-06 20:54:09,Neiva,"Neiva, Colombia",1324817367612837888,https://twitter.com/i/web/status/1324817367612837888
"@GerCaballero97 Jijiji yo también🥺 y quiero que hagamos algo!, vi esas fotos de la fiesta de halloween con Santi, lini y vale y me dio amiguitis 😫",2020-11-06 20:33:41,Neiva,Colombia,1324812219872325633,https://twitter.com/i/web/status/1324812219872325633
"#FOTO | #Enfermeras | Lucho Velasco sorprendió a sus fans con curioso maquillaje de Halloween 😱👇
https://t.co/GRAMGH6t0k",2020-11-06 20:20:45,Neiva,Colombia,1324808966011080704,https://twitter.com/i/web/status/1324808966011080704
"NUEVO VIDEO PARA EL CANAL DE BOKU NO ROBLOX:REMASTERED MOSTRANDO LAS NUEVAS ARMAS E ARMADURAS DEL EVENTO DE HALLOWEEN AL IGUAL MIRANDO LO OP QUE ESTAN! DEJEN SUS ZUCULENTOS LIKES Y COMENTARIOS TAMBIEN SUSCRIBANSE E ACTIVEN LA CAMPANITA PARA MAS VIDEOS!

https://t.co/LzWKnWXffM",2020-11-06 20:02:59,Neiva,Ecuador,1324804493326884864,https://twitter.com/i/web/status/1324804493326884864
@sfriasm Más halloween 🤯,2020-11-06 19:54:56,Neiva,Ecuador,1324802465338925058,https://twitter.com/i/web/status/1324802465338925058
"#TheSusosShow | Por el día de Halloween, Suso y Don Jediondo intercambiaron papeles para contar historias de terror del 2020. ¿Qué tal les fue? 
Mira los capítulos en @CaracolPlay: https://t.co/V6Zqr52OLe https://t.co/EbPsQwYnwv",2020-11-06 19:50:00,Neiva,Colombia,1324801224948985859,https://twitter.com/i/web/status/1324801224948985859
"Ponerse falda el día que todos se ponen de acuerdo tiene el mismo mérito que vestirse de momia en Halloween. Ninguna consecuencia negativa, solo aplausos y validación femenina, probad a hacerlo un día cualquiera si tan comprometidos estais y dejad de usar",2020-11-07 13:41:29,Armenia,Andalucía ,1325070872676339714,https://twitter.com/i/web/status/1325070872676339714
"💀🎃👻 #halloween en Quindio, Colombia https://t.co/mIFYWgVmvy",2020-11-07 03:57:04,Armenia,Colombia,1324923799368839168,https://twitter.com/i/web/status/1324923799368839168
Noviembre es el mes mas chimba por que puedo ver el extraño mundo de jack y sentirme en halloween y navidad,2020-11-06 03:30:17,Armenia,"Pereira, Colombia",1324554671814545411,https://twitter.com/i/web/status/1324554671814545411
me fui de covidiota a un halloween y desde entonces no me dejan estar sin cubrebocas en mi casa :( jajaja,2020-11-06 01:57:18,Armenia,Líbano,1324531273193455621,https://twitter.com/i/web/status/1324531273193455621
"Tan raro, ya se acabó halloween y muchos siguen disfrazados de perros hijueputas.",2020-11-05 22:49:36,Armenia,Ibague. ,1324484036174249991,https://twitter.com/i/web/status/1324484036174249991
"En mi casa solo quitamos la decoración del Halloween para poner la de la navidad, asi que yo me quedaré quieto por ahora🎃 https://t.co/qlJHfcWnGl",2020-11-05 22:13:12,Armenia,En Algun Lugar de un Gran País,1324474874883117056,https://twitter.com/i/web/status/1324474874883117056
"#Región | Una mujer abandonó a sus hijos por ir a fiesta de Halloween en #Ibagué
Más Detalles: https://t.co/QH4bgc6thG https://t.co/8L6ezp9uXj",2020-11-05 13:39:58,Armenia,"Ibagué, Colombia",1324345716316262402,https://twitter.com/i/web/status/1324345716316262402
"Litros o flores. La noche de Halloween o el Día de los muertos

El 31 de Octubre se celebró Halloween (Jayowîn) en España. (más en https://t.co/aKsiJaLcWG) https://t.co/GDXrsXI910",2020-11-05 12:22:45,Armenia,Andalucía,1324326283380219904,https://twitter.com/i/web/status/1324326283380219904
"Sobre la muerte y el consumo.

Litros o flores. La noche de Halloween o el Día de los muertos, por Fernando Grieta https://t.co/hdCZz6HDZL",2020-11-05 12:22:30,Armenia,Andalucía,1324326221837205505,https://twitter.com/i/web/status/1324326221837205505
"Sobre la muerte y el consumo.

Litros o flores. La noche de Halloween o el Día de los muertos, por Fernando Grieta https://t.co/wHFl2HA1PH",2020-11-05 12:22:29,Armenia,Andalucía,1324326215373803521,https://twitter.com/i/web/status/1324326215373803521
"Siguiendo la temática Halloween
Wednesday 13 ha sacado un álbum recopilatorio con lo mejor de su discografía: pop-rock-punk con temática de horror de serie B

https://t.co/Eehxs4N8Kl",2020-11-05 08:29:19,Armenia,Andalucía,1324267536322646016,https://twitter.com/i/web/status/1324267536322646016
"#Informativo | La fiesta anual de octubre pasó entre sabores amargos para los comerciantes que tienen en ella uno de las mayores esperanzas anuales para mejorar sus ingresos. Este año no sucedió así. Un artículo de Alejandro Jaramillo sobre el asunto. 👇👇
https://t.co/kicZynTEvO https://t.co/66YbMKy9nQ",2020-11-05 03:00:15,Armenia,"Pereira, Colombia",1324184727692206080,https://twitter.com/i/web/status/1324184727692206080
"Los que critican los disfraces, que a mí me parecen fantasía, son los que luego se disfrazan en Halloween o Carnaval con dos telas viejas y cuatro churretes en la cara... 🤭 | #MaskSingerEstreno",2020-11-04 23:39:18,Armenia,Andalucía,1324134155278569472,https://twitter.com/i/web/status/1324134155278569472
"#PEREIRA Un total de 297 comparendos impartidos durante el fin de semana por
ignorar las medidas emitidas a través del Decreto 998 formulado por el Gobierno de la Ciudad.

https://t.co/UFJO8TceWG",2020-11-04 20:06:51,Armenia,"Pereira, Colombia",1324080691794087936,https://twitter.com/i/web/status/1324080691794087936
"Una vieja gasto con el novio 80 millones en los disfraces para Halloween, 80 MILLONES!!!! Y yo acá en el D1 comparando los precios del queso 😐🤡",2020-11-04 20:06:22,Armenia,"Armenia, Colombia",1324080568431222787,https://twitter.com/i/web/status/1324080568431222787
Balance del comportamiento pereirano en Halloween https://t.co/wtTfPZf5E2,2020-11-04 17:35:03,Armenia,"Pereira, Colombia",1324042487741165569,https://twitter.com/i/web/status/1324042487741165569
@adriana7C 🤯🤢 no se supone que ya había pasado las historias de terror de halloween? 🥴,2020-11-04 16:06:54,Armenia,Cartago,1324020304344207360,https://twitter.com/i/web/status/1324020304344207360
"@Isaguti09 Me siento desnuda, pero como pasó halloween las ""puntas de escoba"" ya no quedan.",2020-11-04 15:53:19,Armenia,Manizales,1324016888318447618,https://twitter.com/i/web/status/1324016888318447618
"Las autoridades esperan que en las proximas semanas se vea en el número de contagios el reflejo de las medidas del fin de semana del puente festivo y Halloween.
https://t.co/juFpvUixGc",2020-11-04 15:06:42,Armenia,"Pereira, Risaralda, Colombia",1324005156351037443,https://twitter.com/i/web/status/1324005156351037443
El disfraz perfecto para halloween lo llevabab Trump y no lo sabíamos,2020-11-04 10:05:15,Armenia,Málaga la bella,1323929291969748993,https://twitter.com/i/web/status/1323929291969748993
Así anduviéramos: (para Halloween) https://t.co/7WDOzB5PIP,2020-11-07 13:10:15,Valledupar,La luna. ,1325063013162954755,https://twitter.com/i/web/status/1325063013162954755
"🧙‍♀️ 🎃 ¡HALLOWEEN SENA 2020!
               🔈PREPÁRATE🔈
👻Un viernes que te erizará la piel 👻 
No te puedes perder este gran evento organizado por la Oficina de Bienestar al Aprendíz.
📆  HOY 06 DE NOV🎃
⏰ 4:00 p.m 👻
🎥 https://t.co/4O223wRrcm https://t.co/DUzcoTnVhI",2020-11-06 20:50:54,Valledupar,"Valledupar, Cesar ",1324816553486016516,https://twitter.com/i/web/status/1324816553486016516
Ay la segunda porque la primera la veo más en halloween jajaja https://t.co/iIDdYrYx4j,2020-11-06 18:13:49,Valledupar,en la luna ,1324777019394187264,https://twitter.com/i/web/status/1324777019394187264
Adiós mi pseudo decoración de Halloween https://t.co/P7z4cvTsS6,2020-11-05 23:47:20,Valledupar,El ombligo de la luna,1324498564584771584,https://twitter.com/i/web/status/1324498564584771584
"@Psicggg Aaahhh, no me acuerdo de ése en específico, pero sí hay un par de arcos del Año de la Felicidad que quiero ilustrar desde hace tiempo. (Hice un boceto del Dr. Tendo con la esperanza de tenerlo listo para Halloween pero no pude terminarlo T_T)",2020-11-05 17:06:14,Valledupar,En el lado oscuro de la Luna,1324397625836097536,https://twitter.com/i/web/status/1324397625836097536
"@Guapeludo Jajajaja, se que encontraras alguien con el espíritu navideño que haga un excelente avatar para ti! En Halloween me avisas y te hago lo que quieras!!!",2020-11-05 15:26:49,Valledupar,El ombligo de la Luna,1324372607504912386,https://twitter.com/i/web/status/1324372607504912386
"Durante una alegre jornada con todos los niños que se encontraban recibiendo atención en el pabellón pediátrico de la E.S.E Hospital San Rafael, se llevó a cabo el sábado 31 de octubre la celebración del Halloween, presidido por la Doctora Diana Esther  Celedón. https://t.co/22GyGnoyD8",2020-11-05 03:46:49,Valledupar,"Fundación, Colombia",1324196443989647362,https://twitter.com/i/web/status/1324196443989647362
"🧙‍♀️ 🎃 ¡HALLOWEEN SENA 2020!
               🔈PREPÁRATE🔈
👻Un viernes que te erizará la piel 👻 
No te puedes perder este gran evento organizado por la Oficina de Bienestar al Aprendíz.
📆  06 DE NOV🎃
⏰ 4:00 p.m 👻
🎥 👻 https://t.co/Qex1t1JaLc https://t.co/L517ODtfHK",2020-11-04 20:27:49,Valledupar,"Valledupar, Cesar ",1324085967410573315,https://twitter.com/i/web/status/1324085967410573315
"Ya no me sorprenden que cristianos apoyen la izquierda. Si muchos ni leen la Biblia, los vi celebrando halloween, te invitan a todo tipo de planes menos a orar y hablar de Jesús, entre muchas otras cosas;es lamentable, pero  no me extraña la verdad.",2020-11-04 20:04:42,Valledupar,Valledupar-Colombia,1324080151127351301,https://twitter.com/i/web/status/1324080151127351301
